x y radius usage
-32.14 44.24 7.1 -1
1.22 0.62 2.6 644
5.13 -5.13 3.2 53
5.44 1.77 3 14
-41.59 6.58 6.1 25
1.22 0.62 2.6 644
10.88 33.5 5.5 -1
7.13 5.18 3.3 11
1.22 0.62 2.6 644
-5.86 37 5.7 0
1.22 0.62 2.6 644
-32.14 44.24 7.1 -1
1.22 0.62 2.6 644
8.26 25.45 4.8 -1
3.72 11.47 3.6 3
7.09 9.76 3.6 7
1.22 0.62 2.6 644
1.22 0.62 2.6 644
-10.88 33.5 5.5 -1
-22.81 0 4.5 28
1.22 0.62 2.6 644
-35.34 48.64 7.6 0
0 30.89 5.2 0
6.58 41.59 6.1 1
-22.81 0 4.5 28
-48.64 35.34 7.6 -2
1.22 0.62 2.6 644
-1.77 5.44 3 4
1.22 0.62 2.6 644
1.22 0.62 2.6 644
-17.03 2.69 4 18
-4.63 3.36 3 18
-4.19 0.66 2.9 68
-21.32 41.85 6.5 -1
8.81 0 3.3 58
-14.72 4.78 3.9 68
-3.87 24.46 4.6 8
-39.76 0 5.9 36
1.22 0.62 2.6 644
-36.01 26.16 6.3 0
-40.56 40.56 7.4 1
-10.88 33.5 5.5 -1
1.22 0.62 2.6 644
-4.19 0.66 2.9 68
-32.16 23.37 5.9 7
-4.19 0.66 2.9 68
9.54 29.38 5.2 0
14.99 29.43 5.3 0
1.22 0.62 2.6 644
6.58 41.59 6.1 1
-33.21 33.21 6.5 -2
-2.25 -1.64 2.8 0
-5.72 0 3 20
7.09 9.76 3.6 7
0 44.51 6.3 3
-14.99 29.43 5.3 0
2.72 8.38 3.3 49
9.76 7.09 3.6 48
1.22 0.62 2.6 644
-29.77 29.77 6.1 -5
5.13 -5.13 3.2 53
-21.32 41.85 6.5 -1
0 39.76 5.9 -1
-30.89 0 5.2 49
5.86 37 5.7 2
14.99 29.43 5.3 0
1.22 0.62 2.6 644
14.72 4.78 3.9 3
-4.19 0.66 2.9 68
-1.92 -3.77 2.9 12
-25.45 8.26 4.8 22
-12.28 37.81 5.9 -2
-17.51 17.51 4.6 17
12.52 9.09 3.9 3
-46.38 23.63 6.9 -3
9.72 9.72 3.7 0
1.22 0.62 2.6 644
3.87 24.46 4.6 0
-3.36 -4.63 3 78
1.22 0.62 2.6 644
-36.8 36.8 6.9 -1
-11.47 -3.72 3.6 12
-23.63 46.38 6.9 0
1.22 0.62 2.6 644
-19.11 37.52 6.1 -2
-20.66 -3.27 4.3 112
-3.87 24.46 4.6 8
7.09 9.76 3.6 7
-44.5 44.5 7.8 1
-9.28 4.73 3.4 9
-17.03 -2.69 4 6
-20.66 -3.27 4.3 112
1.22 0.62 2.6 644
-36.8 36.8 6.9 -1
-17.01 33.38 5.7 -2
9.54 29.38 5.2 0
18.46 13.41 4.5 0
-2.72 8.38 3.3 2
0 39.76 5.9 -1
2.72 8.38 3.3 49
-40.56 40.56 7.4 1
-21.32 41.85 6.5 -1
-48.64 35.34 7.6 -2
-11.47 -3.72 3.6 12
-1.92 3.77 2.9 11
-26.49 26.49 5.7 1
8.81 0 3.3 58
-5.86 37 5.7 0
-21.32 41.85 6.5 -1
1.22 0.62 2.6 644
-29.08 40.03 6.7 -3
-40.56 40.56 7.4 1
2.15 13.58 3.7 5
5.16 32.619 5.3 -1
-1.22 0.62 2.6 0
-13.07 25.66 5 -1
-4.19 0.66 2.9 68
9.76 7.09 3.6 48
2.72 8.38 3.3 49
5.72 0 3 0
9.76 7.09 3.6 48
-5.86 37 5.7 0
-4.5 28.44 5 -1
9.76 7.09 3.6 48
-41.59 -6.58 6.1 22
1.22 0.62 2.6 644
-26.16 36.01 6.3 3
9.76 7.09 3.6 48
-5.86 37 5.7 0
8.81 0 3.3 58
-21.32 41.85 6.5 -1
-41.85 21.32 6.5 10
-46.38 23.63 6.9 -3
-47.06 15.29 6.7 -1
1.22 0.62 2.6 644
3.87 24.46 4.6 0
-14.72 4.78 3.9 68
-10.88 33.5 5.5 -1
-10.88 33.5 5.5 -1
-23.63 46.38 6.9 0
0.62 1.22 2.6 0
6.58 41.59 6.1 1
-14.79 14.79 4.3 0
-28.44 -4.5 5 33
-7.05 21.7 4.5 0
1.22 0.62 2.6 644
6.58 41.59 6.1 1
-32.619 5.16 5.3 69
-41.59 6.58 6.1 25
0 35.22 5.5 3
1.22 0.62 2.6 644
-26.49 26.49 5.7 1
-33.21 33.21 6.5 -2
-40.56 40.56 7.4 1
-15.47 0 3.9 10
0 44.51 6.3 3
15.47 0 3.9 0
0 44.51 6.3 3
1.77 -5.44 3 18
-17.51 17.51 4.6 17
0 35.22 5.5 3
-14.99 29.43 5.3 0
-2.65 0.86 2.8 3
-29.08 40.03 6.7 -3
13.75 42.33 6.3 1
1.22 0.62 2.6 644
-15.29 47.06 6.7 0
-19.06 0 4.2 1
-46.38 23.63 6.9 -3
2.65 0.86 2.8 5
-32.619 5.16 5.3 69
1.22 0.62 2.6 644
-29.08 40.03 6.7 -3
-15.47 0 3.9 10
-18.15 24.99 5.2 1
-32.14 44.24 7.1 -1
-13.75 42.33 6.3 0
-29.38 9.54 5.2 30
-26.76 0 4.8 0
-9.54 29.38 5.2 0
-44.24 32.14 7.1 2
9.76 7.09 3.6 48
-20.66 -3.27 4.3 112
-36.8 36.8 6.9 -1
12.28 37.81 5.9 0
7.34 46.39 6.5 0
1.22 0.62 2.6 644
1.22 0.62 2.6 644
-17.01 33.38 5.7 -2
-39.76 0 5.9 36
-41.85 21.32 6.5 10
-28.44 4.5 5 12
8.81 0 3.3 58
-24.46 3.87 4.6 9
-25.45 8.26 4.8 22
1.22 0.62 2.6 644
0 44.51 6.3 3
5.13 -5.13 3.2 53
-29.08 40.03 6.7 -3
-19.11 37.52 6.1 -2
-29.08 40.03 6.7 -3
-36.8 36.8 6.9 -1
-32.619 -5.16 5.3 46
-36.8 36.8 6.9 -1
-4.19 -0.66 2.9 27
1.22 0.62 2.6 644
12.06 0 3.6 0
4.5 28.44 5 -1
-37.81 12.28 5.9 57
-26.49 26.49 5.7 1
12.28 37.81 5.9 0
8.81 0 3.3 58
1.22 0.62 2.6 644
0 44.51 6.3 3
5.16 32.619 5.3 -1
-5.72 0 3 20
-37 -5.86 5.7 28
7.05 21.7 4.5 0
-22.81 0 4.5 28
-29.38 9.54 5.2 30
1.22 0.62 2.6 644
1.22 0.62 2.6 644
8.38 2.72 3.3 3
-20.7 28.49 5.5 2
13.75 42.33 6.3 1
0 44.51 6.3 3
-1.92 3.77 2.9 11
-24.46 3.87 4.6 9
0 30.89 5.2 0
-20.66 -3.27 4.3 112
0 35.22 5.5 3
-14.99 29.43 5.3 0
-32.619 5.16 5.3 69
-13.75 42.33 6.3 0
-30.89 0 5.2 49
-40.03 29.08 6.7 1
-24.46 3.87 4.6 9
-40.03 29.08 6.7 1
-32.619 -5.16 5.3 46
6.58 41.59 6.1 1
-20.66 -3.27 4.3 112
0 39.76 5.9 -1
-10.88 33.5 5.5 -1
-3.36 -4.63 3 78
-5.16 32.619 5.3 -1
-5.72 0 3 20
-7.34 46.39 6.5 1
7.13 5.18 3.3 11
0 44.51 6.3 3
-8.38 -2.72 3.3 6
-23.37 32.16 5.9 2
11.24 22.06 4.6 0
-30.89 0 5.2 49
5.16 32.619 5.3 -1
0 30.89 5.2 0
-40.56 40.56 7.4 1
-32.14 44.24 7.1 -1
-37 -5.86 5.7 28
-13.07 25.66 5 -1
-14.99 29.43 5.3 0
-6.58 41.59 6.1 -1
-17.01 33.38 5.7 -2
-32.619 -5.16 5.3 46
0.21 -1.36 2.6 15
-25.45 8.26 4.8 22
-46.38 23.63 6.9 -3
-3.36 -4.63 3 78
0 22.81 4.5 4
-13.07 25.66 5 -1
-15.47 0 3.9 10
12.19 12.19 4 18
-44.5 44.5 7.8 1
2.65 0.86 2.8 5
-9.76 7.09 3.6 0
-14.72 4.78 3.9 68
-19.11 37.52 6.1 -2
-12.19 12.19 4 8
-32.619 5.16 5.3 69
7.13 5.18 3.3 11
-5.72 0 3 20
-5.16 32.619 5.3 -1
-33.21 33.21 6.5 -2
-0.86 -2.65 2.8 33
-37.52 19.11 6.1 0
0 39.76 5.9 -1
-36.8 36.8 6.9 -1
-33.21 33.21 6.5 -2
-35.22 0 5.5 15
-32.619 5.16 5.3 69
-20.66 -3.27 4.3 112
-44.24 32.14 7.1 2
2.15 13.58 3.7 5
-14.72 4.78 3.9 68
-12.28 37.81 5.9 -2
0 39.76 5.9 -1
-13.58 2.15 3.7 36
-12.28 37.81 5.9 -2
-26.16 36.01 6.3 3
-29.77 29.77 6.1 -5
6.46 -3.29 3.2 3
1.22 0.62 2.6 644
-32.14 44.24 7.1 -1
-21.32 41.85 6.5 -1
-25.45 8.26 4.8 22
-9.54 29.38 5.2 0
0 35.22 5.5 3
-7.37 7.37 3.4 3
0 22.81 4.5 4
-26.49 26.49 5.7 1
-36.01 26.16 6.3 0
-41.59 6.58 6.1 25
-26.76 0 4.8 0
-30.89 0 5.2 49
0 44.51 6.3 3
-4.63 3.36 3 18
-18.12 5.89 4.2 3
-13.75 42.33 6.3 0
-21.32 41.85 6.5 -1
7.34 46.39 6.5 0
13.75 42.33 6.3 1
1.22 0.62 2.6 644
-30.89 0 5.2 49
-28.44 -4.5 5 33
6.58 41.59 6.1 1
-33.5 10.88 5.5 6
8.38 2.72 3.3 3
15.36 -7.83 4 3
-3.87 24.46 4.6 8
-7.34 46.39 6.5 1
-42.33 13.75 6.3 28
4.5 28.44 5 -1
-19.11 37.52 6.1 -2
-40.56 40.56 7.4 1
-42.33 13.75 6.3 28
0 22.81 4.5 4
-49.48 0 6.7 0
-21.32 41.85 6.5 -1
-44.51 0 6.3 13
6.58 41.59 6.1 1
1.22 0.62 2.6 644
17.01 33.38 5.7 0
1.22 0.62 2.6 644
-9.76 -7.09 3.6 3
-9.28 -4.73 3.4 0
-14.79 -14.79 4.3 36
9.54 29.38 5.2 0
-14.79 -14.79 4.3 36
2.72 8.38 3.3 49
2.72 -8.38 3.3 6
-37 -5.86 5.7 28
-36.01 26.16 6.3 0
4.78 -14.72 3.9 -1
-19.11 37.52 6.1 -2
11.2 -15.42 4.2 20
9.49 -18.63 4.3 0
-13.58 2.15 3.7 36
14.99 29.43 5.3 0
17.01 33.38 5.7 0
-12.19 12.19 4 8
-14.79 -14.79 4.3 36
-17.03 -2.69 4 6
-37.81 -12.28 5.9 11
1.22 0.62 2.6 644
3.29 -6.46 3.2 3
1.13 -7.16 3.2 0
-37 -5.86 5.7 28
-12.25 -6.24 3.7 0
-15.36 -7.83 4 0
0 -15.47 3.9 18
-29.43 -14.99 5.3 20
1.22 0.62 2.6 644
-37.81 -12.28 5.9 11
-0.66 -4.19 2.9 0
-41.85 21.32 6.5 10
-3.36 -4.63 3 78
-14.79 -14.79 4.3 36
0 -15.47 3.9 18
6.46 3.29 3.2 19
-9.72 -9.72 3.7 0
3.72 -11.47 3.6 13
-46.38 23.63 6.9 -3
3.72 -11.47 3.6 13
-11.24 22.06 4.6 0
-33.21 33.21 6.5 -2
2.69 -17.03 4 6
-12.19 12.19 4 8
-23.37 32.16 5.9 2
15.47 0 3.9 0
12.06 0 3.6 0
-33.5 -10.88 5.5 6
-22.06 -11.24 4.6 4
-18.15 24.99 5.2 1
-3.87 24.46 4.6 8
-4.78 14.72 3.9 3
-42.33 13.75 6.3 28
1.77 -5.44 3 18
-44.51 0 6.3 13
-32.16 23.37 5.9 7
11.2 -15.42 4.2 20
-29.43 -14.99 5.3 20
-25.66 -13.07 5 -2
-29.43 -14.99 5.3 20
7.16 1.13 3.2 0
5.44 1.77 3 14
2.72 -8.38 3.3 6
-28.49 20.7 5.5 9
5.16 32.619 5.3 -1
-29.43 14.99 5.3 0
1.22 0.62 2.6 644
-36.01 26.16 6.3 0
-17.01 33.38 5.7 -2
-44.51 0 6.3 13
-25.45 -8.26 4.8 3
-18.15 24.99 5.2 1
-3.36 -4.63 3 78
-23.35 23.35 5.3 5
-33.5 -10.88 5.5 6
-7.13 -5.18 3.3 17
-10.88 33.5 5.5 -1
-42.33 -13.75 6.3 0
-25.45 -8.26 4.8 3
-29.38 -9.54 5.2 0
-8.26 25.45 4.8 5
3.72 -11.47 3.6 13
-1.63 -10.29 3.4 0
3.72 -11.47 3.6 13
-20.7 28.49 5.5 2
-6.24 -12.25 3.7 3
-36.01 26.16 6.3 0
-44.24 32.14 7.1 2
-37.81 -12.28 5.9 11
-29.77 29.77 6.1 -5
7.83 -15.36 4 -1
11.2 -15.42 4.2 20
0 26.76 4.8 0
-33.21 33.21 6.5 -2
-15.42 -11.2 4.2 2
-15.36 -7.83 4 0
-37.81 -12.28 5.9 11
8.81 0 3.3 58
13.58 2.15 3.7 -1
12.06 0 3.6 0
-32.619 5.16 5.3 69
3.27 20.66 4.3 0
-5.72 0 3 20
-14.79 -14.79 4.3 36
-20.7 28.49 5.5 2
-11.24 22.06 4.6 0
18.15 24.99 5.2 0
-12.52 -9.09 3.9 0
-9.72 -9.72 3.7 0
-9.28 4.73 3.4 9
-46.39 -7.34 6.5 1
-40.03 29.08 6.7 1
2.72 -8.38 3.3 6
-2.72 -8.38 3.3 0
2.72 -8.38 3.3 6
2.15 -13.58 3.7 0
8.38 2.72 3.3 3
-37 -5.86 5.7 28
9.49 18.63 4.3 0
-14.72 -4.78 3.9 0
-8.26 25.45 4.8 5
-9.54 29.38 5.2 0
-22.06 -11.24 4.6 4
3.29 -6.46 3.2 3
-47.06 15.29 6.7 -1
12.19 -12.19 4 3
2.65 0.86 2.8 5
9.09 -12.52 3.9 0
-35.22 0 5.5 15
10.88 33.5 5.5 -1
-37 -5.86 5.7 28
-25.45 -8.26 4.8 3
-33.5 -10.88 5.5 6
-46.39 -7.34 6.5 1
-26.49 26.49 5.7 1
-21.65 15.73 4.8 0
-18.63 -9.49 4.3 0
-15.42 -11.2 4.2 2
-29.43 -14.99 5.3 20
5.16 32.619 5.3 -1
-5.16 32.619 5.3 -1
